iter	RMSE
442	0.476638218
443	0.4766164143
444	0.4765800406
445	0.4765488428
446	0.4765311758
447	0.4765172873
448	0.4764874048
449	0.476471788
450	0.476446289
451	0.476417212
452	0.4763889844
453	0.4763551434
454	0.4763154949
455	0.4762949872
456	0.4762632308
457	0.4762166948
458	0.4761927146
459	0.4761610435
460	0.4761265733
461	0.4760905673
462	0.476062003
463	0.476016601
464	0.4759875228
465	0.4759527255
466	0.4759099953
467	0.4758789585
468	0.4758504514
469	0.4758181699
470	0.4757989843
471	0.4757299804
472	0.4756946481
473	0.4756684612
474	0.4756035933
475	0.4755605696
476	0.4755348399
477	0.4755154264
478	0.4754706584
479	0.4754261137
480	0.4753705461
481	0.4753489936
482	0.4753257202
483	0.4753013845
484	0.4752743613
485	0.4752376195
486	0.4752144803
487	0.4751738067
488	0.4751536668
489	0.4751101885
490	0.4750748795
491	0.4750377759
492	0.4750114602
493	0.4749926894
494	0.4749723664
495	0.4749418773
496	0.4749012175
497	0.4748606807
498	0.4748359318
499	0.4748005331
500	0.4747760861
501	0.4747479049
502	0.4747186203
503	0.4746894915
504	0.4746655057
505	0.4746047041
506	0.4745733686
507	0.474550458
508	0.4745099599
509	0.4744827546
510	0.4744427165
511	0.47440659
512	0.4743801896
513	0.4743432694
514	0.4743154385
515	0.4742628077
516	0.4742454202
517	0.474207135
518	0.4741576058
519	0.4741228832
520	0.474103457
521	0.4740727192
522	0.4740493884
523	0.4740047745
524	0.4739672676
525	0.4739447548
526	0.4739239644
527	0.4738951622
528	0.4738618955
529	0.4738378756
530	0.4737671865
531	0.4737407572
532	0.4737017895
533	0.4736748378
534	0.4736444987
535	0.4736274992
536	0.4736006898
537	0.4735710892
538	0.4735282344
539	0.4734876813
540	0.473446789
541	0.4734270846
542	0.4733852309
543	0.4733422124
544	0.4733123429
545	0.473286182
546	0.473260368
547	0.4732175202
548	0.4731640427
549	0.4731378206
550	0.4731093926
551	0.473083287
552	0.4730601314
553	0.4730315549
554	0.4730090436
555	0.4729847056
556	0.4729592373
557	0.4729316226
558	0.4728931145
559	0.4728682458
560	0.472848099
561	0.4728238358
562	0.4727575545
563	0.4727160103
564	0.4726809613
565	0.4726479338
566	0.4726289153
567	0.4725920556
568	0.4725611914
569	0.4725374177
570	0.4725182892
571	0.4724883213
572	0.4724561327
573	0.4724378415
574	0.4724200433
575	0.4723802143
576	0.4723553191
577	0.4723236292
578	0.4722997222
579	0.4722796197
580	0.4722547746
581	0.4722318764
582	0.4721885587
583	0.4721596415
584	0.4721453528
585	0.4721140635
586	0.4720852119
587	0.4720528717
588	0.47202114
589	0.4720004618
590	0.4719796402
591	0.4719383483
592	0.471910861
593	0.4718758301
594	0.4718512891
595	0.4718363701
596	0.4718183603
597	0.4717912564
598	0.471751451
599	0.4717283652
600	0.4717149204
601	0.471691532
602	0.4716631065
603	0.4716395911
604	0.4716105834
605	0.471571618
606	0.4715428106
607	0.4715156692
608	0.4714811652
609	0.4714545771
610	0.4714235711
611	0.4714017177
612	0.4713796571
613	0.4713462873
614	0.4713202372
615	0.4712957488
616	0.4712713941
617	0.4712379036
618	0.4712092089
619	0.4711626614
620	0.4711367383
621	0.4711123894
622	0.4710881148
623	0.471067138
624	0.4710525264
625	0.4710291608
626	0.4710004602
627	0.470963166
628	0.4709203098
629	0.4708939657
630	0.4708494899
631	0.4707911975
632	0.4707489899
633	0.4707255126
634	0.4707028246
635	0.4706730403
636	0.4706407049
637	0.4706026298
638	0.4705733259
639	0.4705466812
640	0.470530452
641	0.4704966661
642	0.4704793265
643	0.4704316572
644	0.4704009434
645	0.470376618
646	0.47033677
647	0.4703225754
648	0.4702935033
649	0.4702529477
650	0.4702347424
651	0.4702137241
652	0.4701910533
653	0.4701663744
654	0.4701433377
655	0.470120281
656	0.4701013755
657	0.4700597484
658	0.4700254576
659	0.4700120348
660	0.4699944109
661	0.469962305
662	0.4699312183
663	0.4699077608
664	0.469864702
665	0.4698346313
666	0.4697973027
667	0.4697657343
668	0.4697376144
669	0.4696889373
670	0.4696641643
671	0.4696480015
672	0.4696177688
673	0.4695728269
674	0.4695594658
675	0.4695340426
676	0.4694844845
677	0.4694662299
678	0.4694468669
679	0.4694332745
680	0.469418865
681	0.4693961633
682	0.4693720926
683	0.4693405353
684	0.4693228482
685	0.4692960764
686	0.4692657129
687	0.4692229954
688	0.4691917058
689	0.4691564606
690	0.4691253107
691	0.4691032079
692	0.4690829476
693	0.4690609979
694	0.4690391014
695	0.4689957466
696	0.4689733347
697	0.4689498986
698	0.4689345836
699	0.468905664
700	0.4688775416
701	0.4688138771
702	0.468793102
703	0.4687722575
704	0.4687466325
705	0.4687277913
706	0.4687070092
707	0.468685578
708	0.4686593559
709	0.4686362051
710	0.4686121423
711	0.4686001041
712	0.4685776718
713	0.4685484057
714	0.4685264812
715	0.4684932688
716	0.4684782899
717	0.468458722
718	0.4684243834
719	0.4683720956
720	0.4683489301
721	0.4683175989
722	0.4682858778
723	0.4682413408
724	0.4682127107
725	0.4682010794
726	0.4681766359
727	0.4681542784
728	0.4681309448
729	0.4681150156
730	0.468066127
731	0.4680396791
732	0.4680154657
733	0.4679899375
734	0.4679678785
735	0.4679487623
736	0.4679239406
737	0.4678957621
738	0.4678705501
739	0.4678516897
740	0.4678361682
741	0.4678161109
742	0.4677939638
743	0.4677663492
744	0.4677503984
745	0.4677255103
746	0.4677027609
747	0.467681459
748	0.4676417503
749	0.4676108357
750	0.4675858329
751	0.4675547831
752	0.4675350618
753	0.46750381
754	0.4674785366
755	0.4674591949
756	0.4674336758
757	0.4674068748
758	0.4673776282
759	0.4673480676
760	0.4673311596
761	0.4673039234
762	0.4672896344
763	0.4672711824
